antecedentes,consecuentes,soporte antecedente,soporte consecuente,soporte,confianza,elevacion,representatividad,apalancamiento,conviccion,metrica_zhang,jaccard,certeza,kulczynski,cluster
frozenset({'Arándanos Orgánicos'}),frozenset({'Fresas Orgánicas'}),0.0286,0.0504,0.0058,0.2027972027972027,4.023754023754024,1.0,0.0043585599999999,1.1911649122807018,0.7736008462723547,0.0792349726775956,0.1604856811259507,0.1589382839382839,2
frozenset({'Frambuesas Orgánicas'}),frozenset({'Fresas Orgánicas'}),0.024,0.0504,0.0051,0.2125,4.216269841269842,1.0,0.0038904,1.20584126984127,0.7815814850530376,0.0735930735930736,0.1707034540859309,0.1568452380952381,2
frozenset({'Espinacas tiernas orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0739,0.0968,0.013,0.175913396481732,1.8172871537369013,1.0,0.00584648,1.0960013136289,0.4856162733713755,0.082435003170577,0.0875923344571878,0.1551054585714445,3
frozenset({'Arándanos Orgánicos'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0326,0.0968,0.0066,0.2024539877300613,2.091466815393196,1.0,0.00344432,1.1324738461538462,0.5394528288884295,0.0537459283387622,0.1169774000554266,0.1353179029559397,3
frozenset({'Ajo Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.034,0.0968,0.0062,0.1823529411764705,1.8838113757899853,1.0,0.0029087999999999,1.1046330935251798,0.485674213584452,0.0497592295345104,0.0947220340749231,0.123201263976665,3
frozenset({'Aguacate Hass Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0549,0.0968,0.0131,0.238615664845173,2.4650378599707965,1.0,0.00778568,1.1862602870813397,0.6288506163974732,0.0945165945165945,0.1570146864981987,0.1869731216787848,3
frozenset({'Manzana Fuji Orgánica Grande Extra Fancy'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0173,0.0968,0.0053,0.3063583815028902,3.1648593130463865,1.0,0.00362536,1.3021133333333337,0.6960722384036281,0.0487132352941176,0.232017694312323,0.1805552238092963,3
frozenset({'Limón Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0223,0.0968,0.005,0.2242152466367713,2.316273209057555,1.0,0.00284136,1.1642404624277456,0.5812335072108008,0.0438212094653812,0.1410709108024483,0.1379340695993774,3
frozenset({'Frambuesas Orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0314,0.0968,0.0063,0.2006369426751592,2.0726956887929675,1.0,0.00326048,1.1298996015936256,0.534313966484109,0.051681706316653,0.1149656141221869,0.1328597936516292,3
frozenset({'Fresas Orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0659,0.0968,0.0118,0.1790591805766312,1.8497849233123065,1.0,0.00542088,1.1002011090573014,0.4918066697029135,0.0781974817760106,0.0910752663603091,0.1504800035114561,3
frozenset({'Leche entera orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0303,0.0968,0.0057,0.1881188118811881,1.943376155797398,1.0,0.00276696,1.1124780487804875,0.5005997514152506,0.0469522240527182,0.1011058590358593,0.1235015547009246,3
frozenset({'Cebolla Amarilla Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0294,0.0968,0.0051,0.173469387755102,1.7920391297014675,1.0,0.00225408,1.092760493827161,0.4553641774039104,0.042113955408753,0.0848863903400155,0.1130776690841626,3
frozenset({'arándanos'}),frozenset({'Banana'}),0.0177,0.1373,0.0051,0.288135593220339,2.0985840729813474,1.0,0.00266979,1.2118880952380953,0.5329209358588187,0.0340226817878585,0.174841304300845,0.1626402656560544,3
frozenset({'Kirby de pepino'}),frozenset({'Banana'}),0.0336,0.1373,0.0116,0.3452380952380952,2.5144799361842334,1.0,0.0069867199999999,1.3175781818181818,0.6232444622059831,0.0728185812931575,0.2410317552313611,0.2148623105469427,3
frozenset({'Manzana crujiente con miel'}),frozenset({'Banana'}),0.02,0.1373,0.0068,0.3399999999999999,2.4763292061179896,1.0,0.0040539999999999,1.307121212121212,0.608343337334934,0.0451827242524916,0.2349600092732119,0.1947632920611798,3
frozenset({'Limón grande'}),frozenset({'Banana'}),0.0487,0.1373,0.0111,0.2279260780287474,1.6600588348779857,1.0,0.00441349,1.1173800531914897,0.4179666894898682,0.0634648370497427,0.1050493543859365,0.1543854716436526,3
frozenset({'limas'}),frozenset({'Banana'}),0.0394,0.1373,0.0077,0.1954314720812183,1.4233901826745687,1.0,0.00229038,1.0722517350157728,0.3096522465666751,0.0455621301775148,0.0673831831241663,0.1257565226392981,3
frozenset({'Aguacate Orgánico'}),frozenset({'Banana'}),0.0563,0.1373,0.0158,0.280639431616341,2.0439871202938167,1.0,0.00807001,1.1992595061728395,0.5412314576478526,0.0888638920134983,0.1661521173250736,0.1978579532444414,3
frozenset({'Espinacas tiernas orgánicas'}),frozenset({'Banana'}),0.0739,0.1373,0.0156,0.2110960757780784,1.5374805227828003,1.0,0.00545353,1.093542538593482,0.3774811104743077,0.0797546012269938,0.0855408320135371,0.1623579432058637,3
frozenset({'Arándanos Orgánicos'}),frozenset({'Banana'}),0.0326,0.1373,0.0061,0.1871165644171779,1.3628300394550468,1.0,0.00162402,1.0612837735849057,0.2752044520211349,0.0372405372405372,0.0577449454238761,0.1157724118517062,3
frozenset({'Manzana Fuji orgánica'}),frozenset({'Banana'}),0.0269,0.1373,0.008,0.2973977695167286,2.1660434779077105,1.0,0.00430663,1.2278640211640213,0.5532101017367178,0.0512163892445582,0.1855775698582689,0.177832169536223,3
frozenset({'Ajo Orgánico'}),frozenset({'Banana'}),0.034,0.1373,0.0053,0.1558823529411764,1.1353412450194935,1.0,0.0006317999999999,1.02201393728223,0.1234032579397631,0.0319277108433734,0.0215397623057568,0.0972419776359196,3
frozenset({'Aguacate Hass Orgánico'}),frozenset({'Banana'}),0.0549,0.1373,0.0083,0.151183970856102,1.1011214191995775,1.0,0.00076223,1.0163568669527898,0.0971695479409968,0.0451332245785753,0.0160936256590958,0.1058177683850794,3
frozenset({'Zanahorias Baby enteras peladas ecológicas'}),frozenset({'Banana'}),0.0186,0.1373,0.0051,0.2741935483870968,1.9970396823532173,1.0,0.00254622,1.1886088888888888,0.5087210347762501,0.0338196286472148,0.1586803621039721,0.1556692432394333,3
frozenset({'Frambuesas Orgánicas'}),frozenset({'Banana'}),0.0314,0.1373,0.0053,0.1687898089171974,1.229350392696267,1.0,0.0009887799999999,1.0378842911877395,0.1926102252229438,0.0324357405140758,0.0365014592757592,0.1036957056239301,3
frozenset({'Fresas Orgánicas'}),frozenset({'Banana'}),0.0659,0.1373,0.0159,0.2412746585735963,1.757280834476303,1.0,0.00685193,1.1370386,0.4613413914042306,0.0848905499199145,0.1205223815620683,0.1785397327827923,3
frozenset({'Leche entera orgánica'}),frozenset({'Banana'}),0.0303,0.1373,0.0064,0.2112211221122112,1.5383912753984794,1.0,0.00223981,1.09371589958159,0.3609057569351346,0.0397022332506203,0.0856857796594542,0.1289171888783925,3
frozenset({'Pimientos rojos'}),frozenset({'Banana'}),0.0192,0.1373,0.0051,0.265625,1.93463219227968,1.0,0.00246384,1.174740425531915,0.4925630937529988,0.0336856010568031,0.1487481163788107,0.1513849690458849,3
frozenset({'Uvas rojas sin semillas'}),frozenset({'Banana'}),0.0204,0.1373,0.0058,0.284313725490196,2.070748182739956,1.0,0.0029990799999999,1.2054164383561643,0.5278509173343096,0.0381830151415404,0.1704111805844395,0.1632784942090455,3
frozenset({'fresas'}),frozenset({'Banana'}),0.0488,0.1373,0.0137,0.2807377049180328,2.0447028763148785,1.0,0.00699976,1.199423361823362,0.53714401478271,0.0794663573085846,0.1662660309702478,0.1902596026410994,3
frozenset({'Cebollas Amarillas'}),frozenset({'Banana'}),0.0274,0.1373,0.0079,0.2883211678832117,2.099935672856604,1.0,0.00413798,1.2122041025641026,0.5385512407041547,0.0503826530612244,0.1750564134498802,0.1729297026597413,3
frozenset({'Kirby de pepino'}),frozenset({'Aguacate Orgánico'}),0.0336,0.0563,0.0054,0.1607142857142857,2.854605430093885,1.0,0.00350832,1.124408510638298,0.6722774098601914,0.0639053254437869,0.1106435156451051,0.1283145140827201,3
frozenset({'Kirby de pepino'}),frozenset({'Espinacas tiernas orgánicas'}),0.0336,0.0739,0.0052,0.1547619047619047,2.094207100973001,1.0,0.00271696,1.0956676056338028,0.5406584309730005,0.0508308895405669,0.0873144420277559,0.1125636316772988,3
frozenset({'Limón grande'}),frozenset({'limas'}),0.0487,0.0394,0.0083,0.1704312114989733,4.325665266471404,1.0,0.00638122,1.15795099009901,0.80818005544727,0.1040100250626566,0.1364055918165451,0.1905455549880653,3
frozenset({'limas'}),frozenset({'Limón grande'}),0.0394,0.0487,0.0083,0.2106598984771573,4.325665266471404,1.0,0.00638122,1.205183922829582,0.8003557013814158,0.1040100250626566,0.1702511284317853,0.1905455549880653,3
frozenset({'Limón grande'}),frozenset({'Aguacate Orgánico'}),0.0487,0.0563,0.0081,0.1663244353182751,2.954252847571494,1.0,0.0053581899999999,1.131975123152709,0.6953694294876536,0.0835913312693498,0.1165883599854563,0.1550982744975034,3
frozenset({'Limón grande'}),frozenset({'Espinacas tiernas orgánicas'}),0.0487,0.0739,0.0078,0.1601642710472279,2.167310839610662,1.0,0.0042010699999999,1.1027156479217606,0.5661712582242383,0.0679442508710801,0.0931479009256321,0.1328561544681336,3
frozenset({'limas'}),frozenset({'Aguacate Orgánico'}),0.0394,0.0563,0.0075,0.1903553299492386,3.3810893419047705,1.0,0.00528178,1.1655730407523512,0.7331223540842529,0.0850340136054421,0.1420529087095884,0.1617851250101432,3
frozenset({'Ajo Orgánico'}),frozenset({'limas'}),0.034,0.0394,0.0052,0.1529411764705882,3.8817557479844726,1.0,0.0038604,1.1340416666666666,0.7685140946010512,0.0762463343108504,0.1181981849579306,0.1424604359510301,3
frozenset({'Aguacate Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.0563,0.0739,0.0099,0.1758436944937833,2.379481657561344,1.0,0.00573943,1.1236946120689657,0.6143270149840034,0.0822942643391521,0.1100784952961703,0.1549042559072435,3
frozenset({'Ajo Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.034,0.0739,0.0064,0.188235294117647,2.547162301997931,1.0,0.0038874,1.1408478260869566,0.6287849378881988,0.0630541871921182,0.1234589073724728,0.1374194061927883,3
frozenset({'Aguacate Hass Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.0549,0.0739,0.0088,0.1602914389799636,2.1690316506084386,1.0,0.00474289,1.1028826464208243,0.5702727465107109,0.0733333333333333,0.0932852164776628,0.1396856382991834,3
frozenset({'Calabacín Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.0268,0.0739,0.0051,0.1902985074626865,2.5750812917819563,1.0,0.00311948,1.1437548387096774,0.6285067253370729,0.053347280334728,0.125686758949019,0.1296553430412215,3
frozenset({'Arándanos Orgánicos'}),frozenset({'Fresas Orgánicas'}),0.0326,0.0659,0.0064,0.196319018404908,2.979044285355205,1.0,0.00425166,1.1622770992366411,0.6867085745296672,0.0694896851248642,0.1396199747402933,0.1467179310537438,3
frozenset({'Ajo Orgánico'}),frozenset({'Cebolla Amarilla Orgánica'}),0.034,0.0294,0.0066,0.1941176470588235,6.602641056422568,1.0,0.0056004,1.2043941605839417,0.878411443628835,0.1161971830985915,0.169707033854135,0.2093037214885954,3
frozenset({'Cebolla Amarilla Orgánica'}),frozenset({'Ajo Orgánico'}),0.0294,0.034,0.0066,0.2244897959183673,6.602641056422568,1.0,0.0056004,1.2456315789473684,0.8742483562182717,0.1161971830985915,0.1971944057125956,0.2093037214885954,3
frozenset({'Limón Orgánico'}),frozenset({'Aguacate Hass Orgánico'}),0.0223,0.0549,0.0053,0.2376681614349775,4.329110408651687,1.0,0.00407573,1.2397488235294118,0.7865456278790615,0.0737134909596662,0.1933849978150222,0.167103661773955,3
frozenset({'Frambuesas Orgánicas'}),frozenset({'Aguacate Hass Orgánico'}),0.0314,0.0549,0.0061,0.1942675159235669,3.53857041755131,1.0,0.00437614,1.1729699604743085,0.740656617798885,0.0760598503740648,0.1474632482526366,0.152689313517339,3
frozenset({'Cebolla Amarilla Orgánica'}),frozenset({'Aguacate Hass Orgánico'}),0.0294,0.0549,0.005,0.1700680272108843,3.097778273422302,1.0,0.00338594,1.1387680327868852,0.697700391510406,0.0630517023959646,0.121858033235514,0.13057135422475,3
frozenset({'Frambuesas Orgánicas'}),frozenset({'Fresas Orgánicas'}),0.0314,0.0659,0.0056,0.178343949044586,2.7062814726037328,1.0,0.00353074,1.1368503875968992,0.6509284386891242,0.0610687022900763,0.1203767787652135,0.1316605936421716,3
frozenset({'Agua de coco 100% cruda'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0196,0.1878,0.0055,0.2806122448979591,1.4942079068048943,1.0,0.00181912,1.1290156028368794,0.337361373836282,0.0272412085190688,0.1142726482368372,0.1549493599356675,4
frozenset({'Pan 100% Integral'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0366,0.1878,0.01,0.273224043715847,1.4548671124379502,1.0,0.00312652,1.1175383458646615,0.324529790325929,0.0466417910447761,0.1051761188326114,0.163236090015538,4
frozenset({'Pan 100% Integral'}),frozenset({'Banana'}),0.0366,0.2041,0.008,0.2185792349726776,1.0709418665981263,1.0,0.0005299399999999,1.0185293706293708,0.0687590824164417,0.0343790287924366,0.0181922791464726,0.1288878536450845,4
frozenset({'Pan 100% Integral'}),frozenset({'Aguacate Hass Orgánico'}),0.0366,0.1316,0.0065,0.1775956284153005,1.3495108542196088,1.0,0.0016834399999999,1.055928239202658,0.2688299452260423,0.0401978973407544,0.052965947046638,0.1134938628398691,4
frozenset({'Pan 100% Integral'}),frozenset({'Fresas Orgánicas'}),0.0366,0.1495,0.0095,0.2595628415300546,1.736206297859897,1.0,0.0040283,1.1486457564575645,0.4401407296526556,0.0537938844847112,0.129409572639688,0.1615539960158634,4
frozenset({'2% Leche Reducida en Grasa'}),frozenset({'Banana'}),0.0143,0.2041,0.0062,0.4335664335664335,2.1242843388850248,1.0,0.0032813699999999,1.4051074074074077,0.5369313440260237,0.0292177191328934,0.2883106339570719,0.2319718498062447,4
frozenset({'Manzana Honeycrisp Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0547,0.1878,0.0178,0.3254113345521023,1.7327547100750924,1.0,0.00752734,1.203992953929539,0.447354564331875,0.0792167334223409,0.1694303552722265,0.2100965085966049,4
frozenset({'Manzana Honeycrisp Orgánica'}),frozenset({'Banana'}),0.0547,0.2041,0.0126,0.2303473491773309,1.1286004369295977,1.0,0.0014357299999999,1.0341028503562946,0.1205403844248655,0.0511779041429731,0.0329781997453585,0.1460408965386899,4
frozenset({'Manzana Honeycrisp Orgánica'}),frozenset({'Aguacate Hass Orgánico'}),0.0547,0.1316,0.0148,0.2705667276051188,2.0559781732911766,1.0,0.00760148,1.1905132832080203,0.5433338765614234,0.0862973760932944,0.1600261718161202,0.1915143668420731,4
frozenset({'Manzana Honeycrisp Orgánica'}),frozenset({'Frambuesas Orgánicas'}),0.0547,0.0887,0.011,0.2010968921389396,2.267157746774968,1.0,0.0061481099999999,1.1406890160183063,0.5912610715213064,0.0830815709969788,0.1233368727520461,0.1625552104437652,4
frozenset({'Manzana Honeycrisp Orgánica'}),frozenset({'Fresas Orgánicas'}),0.0547,0.1495,0.0123,0.2248628884826325,1.5040995885125923,1.0,0.00412235,1.0972252358490566,0.3545439611806464,0.0640958832725377,0.0886100981571223,0.1535685679871356,4
frozenset({'Espárragos'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0268,0.1878,0.0057,0.2126865671641791,1.132516332077631,1.0,0.00066696,1.031609478672986,0.1202327644017565,0.0272857826711345,0.0306409347010331,0.1215190024319298,4
frozenset({'Espárragos'}),frozenset({'Banana'}),0.0268,0.2041,0.008,0.2985074626865671,1.4625549372198292,1.0,0.00253012,1.1345808510638298,0.3249743115495274,0.0358905338716913,0.1186172417220343,0.1688519675020292,4
frozenset({'Espárragos'}),frozenset({'Espinacas tiernas orgánicas'}),0.0268,0.1039,0.005,0.1865671641791045,1.7956416186631807,1.0,0.0022154799999999,1.1016275229357797,0.4552979860254829,0.0397772474144789,0.0922521640208732,0.1173451797796388,4
frozenset({'Espárragos'}),frozenset({'Aguacate Hass Orgánico'}),0.0268,0.1316,0.0061,0.2276119402985074,1.7295740144263487,1.0,0.00257312,1.124305314009662,0.4334391192146241,0.0400525279054497,0.110561884268203,0.1369822619425668,4
frozenset({'Espárragos'}),frozenset({'Fresas Orgánicas'}),0.0268,0.1495,0.0062,0.2313432835820895,1.5474467129236755,1.0,0.0021934,1.10647572815534,0.363516433979025,0.0364491475602586,0.096229610325796,0.136407427744222,4
frozenset({'Cantalupo'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0188,0.1878,0.0063,0.3351063829787234,1.7843790360954388,1.0,0.00276936,1.2215488,0.448003416613282,0.0314528207688467,0.1813671299910409,0.1843263544286588,4
frozenset({'Zanahorias'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0351,0.1878,0.0086,0.245014245014245,1.304655191769143,1.0,0.00200822,1.075781886792453,0.242008450086405,0.0401306579561362,0.0704435422485164,0.1454038211226709,4
frozenset({'Aceite de Oliva Virgen Extra'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.027,0.1878,0.0054,0.2,1.064962726304579,1.0,0.0003294,1.01525,0.0626927029804728,0.0257879656160458,0.0150209308052204,0.1143769968051118,4
frozenset({'Coliflor Fresca'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0347,0.1878,0.0097,0.2795389048991354,1.4884925713478991,1.0,0.0031833399999999,1.1273336,0.3399765683655847,0.0455827067669172,0.1129511264456235,0.1655947985624538,4
frozenset({'Arándanos Silvestres Orgánicos Congelados'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0189,0.1878,0.0052,0.2751322751322751,1.4650280890962466,1.0,0.00165058,1.120480291970803,0.3235340238194178,0.0258064516129032,0.1075255788380634,0.151410653008097,4
frozenset({'parmesano rallado'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0274,0.1878,0.007,0.2554744525547445,1.3603538474693533,1.0,0.0018542799999999,1.0908960784313726,0.2723598014159396,0.0336215177713736,0.0833223991070482,0.1463740739877024,4
frozenset({'Pimiento verde'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0277,0.1878,0.0071,0.2563176895306859,1.3648439272134505,1.0,0.00189794,1.092133009708738,0.2749310839841063,0.0340690978886756,0.0843606125716399,0.1470619331572492,4
frozenset({'Mitad y mitad'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0298,0.1878,0.0063,0.2114093959731543,1.125715633509874,1.0,0.0007035599999999,1.0299387234042554,0.1151063600043191,0.0298154283009938,0.0290684510873607,0.1224778609258743,4
frozenset({'Manzana crujiente con miel'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0337,0.1878,0.0058,0.172106824925816,0.9164367674431098,1.0,-0.00052886,0.9810444444444444,-0.0862262366713406,0.0268891979601298,-0.0193218112216005,0.1014953719943244,4
frozenset({'Limón grande'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0521,0.1878,0.0079,0.1516314779270633,0.8074093606339902,1.0,-0.0018843799999999,0.957366968325792,-0.2010479270313321,0.034051724137931,-0.0445315465069399,0.0968487528080471,4
frozenset({'limas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0634,0.1878,0.0132,0.2082018927444795,1.108636276594673,1.0,0.00129348,1.025766533864542,0.1046240754760935,0.0554621848739495,0.0251192966565864,0.1392447163402908,4
frozenset({'Col rizada orgánica de Michigan'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0268,0.1878,0.0076,0.2835820895522388,1.510021776103508,1.0,0.00256696,1.1336958333333331,0.3470590780279923,0.0367149758454106,0.117929191765869,0.1620253365759064,4
"frozenset({'Leche, Orgánica, Vitamina D'})",frozenset({'Bolsa de Plátanos Orgánicos'}),0.0152,0.1878,0.0061,0.4013157894736842,2.1369317863348467,1.0,0.00324544,1.3566417582417585,0.5402511619235328,0.0309801929913661,0.2628857294677225,0.2168985763129869,4
frozenset({'Rúcula Bebé Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0289,0.1878,0.0078,0.2698961937716263,1.437146931691301,1.0,0.00237258,1.1124445497630333,0.3132292483543642,0.0373384394447103,0.1010787906570134,0.1557148700487524,4
frozenset({'Brócoli Bebé Ecológico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0158,0.1878,0.0057,0.360759493670886,1.9209770696000323,1.0,0.00273276,1.2705702970297028,0.4871282045797281,0.0288024254674077,0.2129518513554371,0.1955554656852833,4
frozenset({'Zanahorias pequeñas orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0362,0.1878,0.0098,0.2707182320441988,1.4415241322907288,1.0,0.0030016399999999,1.1136984848484848,0.31779393641665,0.0457516339869281,0.1020909037727147,0.1614507028165616,4
frozenset({'Bolsa de Plátanos Orgánicos'}),frozenset({'Espinacas tiernas orgánicas'}),0.1878,0.1039,0.0287,0.1528221512247071,1.4708580483609923,1.0,0.00918758,1.0577472030169703,0.3941452089090842,0.1091254752851711,0.0545945220675227,0.2145246463534507,4
frozenset({'Espinacas tiernas orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.1039,0.1878,0.0287,0.2762271414821944,1.4708580483609923,1.0,0.00918758,1.1221752659574469,0.3572422036334764,0.1091254752851711,0.1088736043858586,0.2145246463534507,4
frozenset({'Pera Bartlett Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0322,0.1878,0.0096,0.2981366459627328,1.5875220764788758,1.0,0.00355284,1.1572053097345132,0.3824008059516429,0.0456273764258555,0.1358491085480582,0.1746274284126763,4
frozenset({'Pimiento Morrón Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0155,0.1878,0.005,0.3225806451612903,1.7176818166202892,1.0,0.0020891,1.198961904761905,0.4243981716607415,0.0252143217347453,0.1659451430205495,0.1746023566594524,4
frozenset({'Frijoles Negros Orgánicos'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0245,0.1878,0.0067,0.273469387755102,1.456173523722588,1.0,0.0020989,1.1179157303370786,0.3211365009906898,0.0325875486381323,0.1054781922618838,0.1545728195431527,4
frozenset({'Moras Orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0295,0.1878,0.0067,0.2271186440677966,1.2093644519052005,1.0,0.0011599,1.050872807017544,0.1783816620145026,0.0318138651471984,0.0484100517948739,0.1313974476995,4
frozenset({'Arándanos Orgánicos'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0436,0.1878,0.0114,0.2614678899082568,1.3922677843890143,1.0,0.00321192,1.0997490683229814,0.2945915604569767,0.0518181818181818,0.0907016620392229,0.1610853826538089,4
frozenset({'Pera Bosc Ecológica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0128,0.1878,0.005,0.390625,2.0800053248136314,1.0,0.00259616,1.3328410256410257,0.5259643435980551,0.025562372188139,0.2497229746367889,0.2086245340788072,4
frozenset({'Brócoli Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0199,0.1878,0.0068,0.3417085427135678,1.81953430624903,1.0,0.0030627799999999,1.2338,0.4595539470762286,0.0338476854156296,0.1894958664289187,0.1889586377039617,4
frozenset({'Floretes de brócoli orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0176,0.1878,0.0057,0.3238636363636363,1.7245135056636651,1.0,0.00239472,1.201236974789916,0.4276530087433567,0.028542814221332,0.1675247923708893,0.1771075370316584,4
frozenset({'Manojo de Zanahorias Orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0205,0.1878,0.0072,0.3512195121951219,1.870178446193408,1.0,0.0033501,1.2518872180451128,0.4750297770971584,0.035803083043262,0.2012059987627701,0.1947790851710434,4
frozenset({'Cilantro Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0298,0.1878,0.0089,0.2986577181208054,1.5902966886091874,1.0,0.0033035599999999,1.1580650717703351,0.3825876281735029,0.0426449448969813,0.1364906650096101,0.1730242797206795,4
frozenset({'Pepino Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0457,0.1878,0.0161,0.3522975929978118,1.8759190255474536,1.0,0.00751754,1.253970945945946,0.4892884316363397,0.0740570377184912,0.2025333575447079,0.2190135462326652,4
"frozenset({""Organic D'Anjou Pears""})",frozenset({'Bolsa de Plátanos Orgánicos'}),0.0323,0.1878,0.0117,0.3622291021671826,1.928802460954114,1.0,0.00563406,1.2734980582524271,0.497616606121308,0.0561420345489443,0.2147612683663908,0.2122647108280002,4
frozenset({'Guisantes Congelados Orgánicos'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0148,0.1878,0.0059,0.3986486486486486,2.1227297585125062,1.0,0.0031205599999999,1.3506247191011238,0.5368539124809898,0.0299949161159125,0.2596018821086538,0.2150325245373168,4
frozenset({'Manzanas Gala Ecológicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0438,0.1878,0.0148,0.3378995433789954,1.7992520946698374,1.0,0.00657436,1.2267020689655177,0.4645612983826747,0.0682656826568265,0.1848061356550055,0.2083533925627671,4
frozenset({'Ajo Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0537,0.1878,0.0147,0.2737430167597765,1.4576305471766589,1.0,0.00461514,1.1183369230769231,0.3317712163593113,0.0648148148148148,0.105815090814795,0.1760088885715815,4
frozenset({'Batata Granate Orgánica (Ñame)'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0312,0.1878,0.01,0.3205128205128205,1.7066710357445185,1.0,0.00414064,1.1953132075471695,0.4273988439306359,0.0478468899521531,0.1633991880236648,0.1868804784140247,4
frozenset({'Raíz de jengibre orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0215,0.1878,0.0061,0.2837209302325582,1.5107610768506825,1.0,0.0020623,1.1339155844155846,0.3455104417098771,0.03001968503937,0.1181001357209531,0.1581011466924239,4
frozenset({'Manzana Granny Smith Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0321,0.1878,0.0099,0.308411214953271,1.642232241497716,1.0,0.00387162,1.1743972972972974,0.4040424912415822,0.0471428571428571,0.1484994027989055,0.1805634349526738,4
frozenset({'Tomates Uva Orgánicos'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0463,0.1878,0.0154,0.3326133909287257,1.7711043180443329,1.0,0.00670486,1.2169857605177994,0.4565172690369293,0.0704160951074531,0.1782976987548949,0.2073077604270891,4
frozenset({'Uvas verdes orgánicas sin semillas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0163,0.1878,0.0054,0.3312883435582822,1.764048687743782,1.0,0.00233886,1.2145743119266057,0.4402990975116624,0.027176648213387,0.176666268847922,0.1800211685842529,4
frozenset({'Mitad y mitad orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0342,0.1878,0.01,0.2923976608187134,1.5569630501528935,1.0,0.0035772399999999,1.1478198347107438,0.3703913853799958,0.0471698113207547,0.1287831332414595,0.1728228985669712,4
frozenset({'Bolsa de Plátanos Orgánicos'}),frozenset({'Aguacate Hass Orgánico'}),0.1878,0.1316,0.0478,0.2545260915867944,1.934088841844943,1.0,0.02308552,1.1648965714285715,0.5946326883231556,0.1759941089837997,0.1415546886075477,0.3088739880426373,4
